distance,726,364,182,91,46
0,0.010398797,0.029122537,0.021141953,0.006881658,0.000455056
51.41541398,0.004637917,0.010623432,0.016518273,0.016239577,0.001980805
101.5411835,0.019089597,0.033382613,0.021191346,0.015270749,0.002037975
132.8777041,0.014846271,0.036879257,0.038916264,0.028934478,0.003380407
178.3495638,0.000897328,0.004420516,0.032821461,0.048208717,0.008753412
235.2521016,0.000248268,0.000709706,0.009960121,0.015168236,0.001913669
267.1547623,0.023040718,0.013593307,0.010172576,0.017015509,0.00306881
296.4630785,0.012221944,0.01126776,0.00869371,0.012747495,0.002035047
344.9380705,0.004595537,0.009951747,0.017344134,0.020868573,0.003622755
414.1045004,0.002789268,0.004261655,0.019078611,0.031537351,0.006801536
458.8842169,0.000450177,0.000735093,0.006081799,0.009063732,0.001526652
491.7153888,0.006783757,0.018715538,0.02631383,0.023898045,0.003288827
525.9440699,0.000311643,0.000669779,0.008443875,0.013287523,0.002287182
607.6577715,0.006453451,0.015906007,0.03149567,0.03802412,0.007073682
673.2235922,0.00449841,0.011375062,0.017926017,0.019305535,0.003352461
751.9184991,0.002390332,0.005525879,0.013929401,0.014473588,0.002016529
807.2172829,0.001887555,0.004350264,0.01676697,0.024377106,0.005192831
868.3649427,0.001694621,0.005896981,0.015554324,0.017724312,0.002916874
956.0378611,0.002810088,0.00989353,0.029121738,0.034146974,0.00549291
1017.971723,0.003593612,0.00987326,0.026584187,0.032365204,0.00582787
1091.839694,0.001515532,0.003770892,0.016798052,0.024389055,0.005023162
1175.298839,0.001224407,0.001481133,0.009721039,0.01953033,0.005333375
1253.758009,0.001142613,0.001684239,0.008230677,0.014363548,0.003329957
1324.607185,0.001140144,0.001082644,0.006476754,0.013431193,0.0039111
1413.868183,0.00059721,0.0012633,0.00576368,0.009499318,0.00239426
1489.355582,0.000722558,0.001124955,0.004054498,0.008971251,0.002817366
1537.137799,0.000690765,0.00072802,0.003360968,0.006853425,0.00200322
1641.806261,0.00158707,0.001434003,0.003044418,0.005170696,0.001253055
1782.245079,0.002548755,0.004871707,0.001523125,0.001276138,0.000656598
